,CBLOF,FB,HBOS,IF,AVG_KNN,Loc KNN,LOF,MCD,OCSVM,PCA
abalone_benchmark_0001.csv,0.6192928356783778,0.55531403007612,0.4071997079225994,0.362660151093886,0.6776601385444284,0.6558264332879153,0.568689556432006,0.705190552419468,0.5249113938270564,0.4453764709186395
abalone_benchmark_0002.csv,0.62185622728196,0.5626893588339371,0.4200468648998061,0.4216333534211586,0.6715215068323953,0.6457435158501441,0.571730825411807,0.6907159458055161,0.5190963396391148,0.42587087456106976
abalone_benchmark_0003.csv,0.6073744122741895,0.5301363615324782,0.38651098962902974,0.3918202065195383,0.6478902334466905,0.6316945244956772,0.5529452651438218,0.6838271354975142,0.5203032552698477,0.41942813435018333
abalone_benchmark_0004.csv,0.6163755013637996,0.563260689767381,0.42649351410046726,0.415530542244016,0.6654495002484953,0.6605713310258764,0.5601393311202945,0.7226426755012513,0.5409258077262089,0.4474106944852515
abalone_benchmark_0005.csv,0.5709052382064037,0.5623379896313364,0.3897318943379963,0.4088027726399339,0.6681463545870325,0.6403255785901099,0.567667619098963,0.6948659471689981,0.533822974841525,0.4278736509418716
abalone_benchmark_0006.csv,0.6081846140031876,0.5495782806975361,0.36608587108672974,0.37402294206119385,0.6710454073136313,0.6420779874501639,0.5581129666530675,0.6759961389094664,0.5234202078703392,0.4291198060475453
abalone_benchmark_0007.csv,0.6101064880492755,0.5718945432801464,0.3870732586055376,0.4257546644638785,0.6822213300240895,0.6617171785657785,0.5830360643876109,0.7160558119489288,0.5327634816025284,0.43423061037585076
abalone_benchmark_0008.csv,0.6028685686450789,0.5284148140153967,0.34541284867098393,0.34752353341930736,0.6734782240058784,0.6611502597526655,0.5548975096646589,0.6908089749676476,0.5085710245160595,0.40155920477413864
abalone_benchmark_0009.csv,0.5762737731334976,0.5631812638051292,0.4020150887583925,0.4375019637943649,0.6780597023374829,0.6568636312610526,0.5727167899011764,0.7012743342176019,0.527544740846474,0.43644263700551655
abalone_benchmark_0010.csv,0.6006338006041754,0.5757606890581367,0.38347180889026544,0.416310939344564,0.6775019834523405,0.649845480316818,0.5943220358017205,0.7108037866444028,0.53389621290673,0.42478555365535076
abalone_benchmark_0011.csv,0.6324329965627178,0.5696049868943409,0.3893153415212238,0.4205626459554421,0.6849753484484024,0.6720141700404858,0.5812212395743457,0.7192998403117008,0.5275571730121164,0.4226813494615149
abalone_benchmark_0012.csv,0.6302949506919289,0.5784534483920988,0.40200835571136323,0.4385568019103791,0.6873717564598427,0.6463595922877995,0.5779183571204667,0.695973211600526,0.5317775593290331,0.43326016796613753
abalone_benchmark_0013.csv,0.5743613691777838,0.5636621454855124,0.41964409998967234,0.4673309295339533,0.6840166908563134,0.6634783862310644,0.5694511920827711,0.7131830285178018,0.5340924908959467,0.43765912448417843
abalone_benchmark_0014.csv,0.5942027033548942,0.5559337946499432,0.39501238541943756,0.44904805677426884,0.6692635526764406,0.6592951803183273,0.5602201814250007,0.7033335690322986,0.5285122793549032,0.42891712038717483
abalone_benchmark_0015.csv,0.6101941420715968,0.5589912923876658,0.37978390437746257,0.4078554595443834,0.6595555843262048,0.633340337164429,0.5717776616017674,0.6790528560206486,0.5190887666928515,0.4248052968241499
abalone_benchmark_0016.csv,0.5963978521772795,0.5620495632196311,0.39882299073475547,0.40995696499408063,0.682943529782533,0.6493905265109381,0.5715251207989797,0.694914911882038,0.5127113175893664,0.4279654597788214
abalone_benchmark_0017.csv,0.6172235045687104,0.5601310358826316,0.43251294099132775,0.44439090413851584,0.6794360537383577,0.6610628194293533,0.572416085078099,0.717954161261155,0.5355786565127288,0.4528734857547217
abalone_benchmark_0018.csv,0.600635593220339,0.5598872454404693,0.40148260863710433,0.4258474576271186,0.6748966273724145,0.6412256552835977,0.5736593334418628,0.7002118644067796,0.5233050847457628,0.43432203389830504
abalone_benchmark_0019.csv,0.6190441969098095,0.5643721198156681,0.4144628099173554,0.37418253683075814,0.6718116294173483,0.6650079107693849,0.5723163994343743,0.6964247215235357,0.5236435501257636,0.42612288896873873
abalone_benchmark_0020.csv,0.6164978812037636,0.5640232010476441,0.3961430726136609,0.36224233283056817,0.6798481451691112,0.6601038705200241,0.5857548475209804,0.7054873231343819,0.5285678373913668,0.42368742368742374
abalone_benchmark_0021.csv,0.615642959770115,0.5518990317294467,0.40319325316243976,0.42173132183908046,0.6866337313023192,0.6531445870777641,0.5837165054701126,0.7216056034482757,0.5308728448275862,0.45563936781609193
abalone_benchmark_0022.csv,0.577209051724138,0.5696677240107084,0.4107973630795207,0.43521910919540235,0.6878577111035346,0.6577146907673224,0.571791410766912,0.7086027298850576,0.5327047413793102,0.4383979885057471
abalone_benchmark_0023.csv,0.6038379530916844,0.5441137978487376,0.43594263311660253,0.4650611603635955,0.6733200201966336,0.6529745889387145,0.5589314774030303,0.6960026933004152,0.5254449556727641,0.44599259342385816
abalone_benchmark_0024.csv,0.565677478720957,0.5710103524830126,0.41154277762815333,0.3951264398772352,0.6753787874495601,0.6525203445651985,0.5779046784807852,0.7108047602215153,0.531779135596739,0.43220275266934866
abalone_benchmark_0025.csv,0.6376203683645167,0.5553410191168855,0.4368175287356322,0.4362983507892483,0.6750173370319001,0.6613457296161798,0.5633518408020577,0.712851227563696,0.5242442847826551,0.44265588818636203
abalone_benchmark_0026.csv,0.6145833333333334,0.5461009504608295,0.3904772648950942,0.4206716954022989,0.6671573973100691,0.6356087423610011,0.5587854251012145,0.6982938218390805,0.528753591954023,0.4249102011494253
abalone_benchmark_0027.csv,0.5728171038447718,0.5747057020785635,0.4243806571884195,0.43501616960114986,0.6728645591294735,0.6657244314178621,0.5811311923963134,0.6925979159180741,0.5378368666906217,0.4339561624146605
abalone_benchmark_0028.csv,0.606152588873971,0.5754174005525949,0.41123028050988725,0.4260023439289098,0.6892037382158639,0.654189063855674,0.565204678362573,0.7153024431642142,0.5287939542799154,0.4387188318073847
abalone_benchmark_0029.csv,0.5785359031373505,0.5699388090256686,0.41589439655172417,0.46198105085693186,0.6694242668818939,0.6560439339323801,0.5692182547663214,0.6929715762853979,0.531913962225183,0.4259550056066207
abalone_benchmark_0030.csv,0.6145060786179898,0.5629073098770818,0.4301880691922185,0.43651121446657204,0.6733036568858985,0.6504234588317833,0.5666354056676866,0.6960870580207229,0.527627633020274,0.44498716037854436
abalone_benchmark_0031.csv,0.549715373426473,0.547476383265857,0.42045719826889577,0.4045647996839478,0.681162163360377,0.66974879495736,0.5618090672639992,0.7128773322319392,0.5285255086465424,0.4469445292438092
abalone_benchmark_0032.csv,0.5695365428504682,0.56609009009009,0.42373089818543297,0.38823296853379335,0.6761861400175737,0.6402834008097166,0.5724962630792226,0.6914658472154833,0.5345481337718115,0.44230596438262615
abalone_benchmark_0033.csv,0.581274122385911,0.5391138545212238,0.43922534365100485,0.4530061953193167,0.673633204276971,0.6415749414519907,0.5582697292626728,0.702121590861876,0.5335711743032933,0.4466458022416343
abalone_benchmark_0034.csv,0.6134823893864907,0.5650225021692901,0.44454307695244644,0.3994522639010483,0.6729086478238094,0.663284999438639,0.5714170084178718,0.6971872404426785,0.5350753137136058,0.4450131321974544
abalone_benchmark_0035.csv,0.6186447620169784,0.5646867106839906,0.4157846424547654,0.4322038748337794,0.6875546328671328,0.6552722726855675,0.5609894454953518,0.7171618217217368,0.5296616113159061,0.4396191373922021
abalone_benchmark_0036.csv,0.5730889087638463,0.5683577159037282,0.4205402020623693,0.39723967515292435,0.6772946201381316,0.6491272423344455,0.5694114897900489,0.7065648330709314,0.5370715958555851,0.42796032439820586
abalone_benchmark_0037.csv,0.5850083526432074,0.542057148003873,0.40908192775412694,0.4122613209750139,0.67189404551822,0.6458118011152959,0.553061991134965,0.697346913114548,0.5193008927448761,0.42603869159885754
abalone_benchmark_0038.csv,0.6290870309561898,0.5647703304429341,0.42530420462784463,0.4128977575706548,0.6763495092693567,0.6467630277127495,0.5685397402638294,0.7011501220847014,0.5305301563245488,0.4393915410737841
abalone_benchmark_0039.csv,0.6122254745272684,0.5665856950067477,0.43529010361484727,0.4533014886777884,0.6822213300240895,0.6683048024100656,0.5703014767469967,0.6991039201249842,0.5348824680805215,0.442706556287823
abalone_benchmark_0040.csv,0.6165043368380415,0.5767948717948718,0.41892462113050355,0.4289940263969736,0.6778984257976994,0.65654323981998,0.576771104917738,0.6948984779263978,0.5285757731848854,0.43429092782186257
abalone_benchmark_0041.csv,0.5744478020001439,0.5559127356786824,0.416324915461544,0.41208000575580983,0.6642870852109672,0.6553809661961112,0.5709740224621874,0.7028563205986043,0.5351823872221023,0.4417943736959493
abalone_benchmark_0042.csv,0.5996435609784566,0.5501230081450732,0.3739826449211928,0.3941120224098689,0.6513317191283292,0.6306042771315316,0.5505462409076868,0.6960526847400104,0.5053533190578159,0.41000363621671854
abalone_benchmark_0043.csv,0.6147406618971271,0.5493449310299852,0.38845921938632866,0.3889824533038717,0.6569862327001442,0.6314358001265024,0.5365763724008922,0.6984725796382875,0.5182899718408537,0.41971948639872814
abalone_benchmark_0044.csv,0.6249393933952269,0.5363533374467697,0.4050657136346953,0.426814157702875,0.6696627989322874,0.6614157765218869,0.5549140225915533,0.7213532781439115,0.5285255086465424,0.4395280765708334
abalone_benchmark_0045.csv,0.6091097308488613,0.5646972746797757,0.38558720518543704,0.4067789953261851,0.6812247358022006,0.6440483558910478,0.567310456987798,0.6853810028783517,0.5264825194835799,0.41843155077513505
abalone_benchmark_0046.csv,0.6206792825555032,0.5808698144703045,0.4177639517303075,0.45009091521314565,0.6802677036738349,0.649508359883997,0.594134699656172,0.7054436886883517,0.5359148764226548,0.4363166992165578
abalone_benchmark_0047.csv,0.5985498610124489,0.5659634270424023,0.37449274581627523,0.45129600140053666,0.6724330995284273,0.635720685431338,0.573780967140579,0.6917753260904939,0.5212151002090705,0.42057397313618083
abalone_benchmark_0048.csv,0.600635593220339,0.5625339638826388,0.37235155167286665,0.4173728813559322,0.6752517568644497,0.6433211443011598,0.5657204455623429,0.6959745762711864,0.5127118644067796,0.43855932203389836
abalone_benchmark_0049.csv,0.5882148210105592,0.5496178132269858,0.3736121092346389,0.41439999101824987,0.675566907112597,0.6503449202908084,0.5573876728110598,0.6920797803962074,0.5193247969282415,0.42393860973734
abalone_benchmark_0050.csv,0.5657414515238441,0.5478861784964886,0.3935908961835848,0.449202950273614,0.6660469628461367,0.6506097416787335,0.5489646246764452,0.6992310075013806,0.5201854919442087,0.4248358091031115
abalone_benchmark_0051.csv,0.6133366101417219,0.5672544578659765,0.37074505869639135,0.4215939428421376,0.6755370209374774,0.6460355831830449,0.5752059988204566,0.6896099363603412,0.5285884698988117,0.42477199810124666
abalone_benchmark_0052.csv,0.6027524541818721,0.5270070491757239,0.3898277696233555,0.3908870964122038,0.6613812640177699,0.6365851471156198,0.5376088824490759,0.6949138848116778,0.5169469842851564,0.4300821875995924
abalone_benchmark_0053.csv,0.6302032414012174,0.5829774774774775,0.4140469698993502,0.40980861163460774,0.6952137472384812,0.6557886875405123,0.5941121248404921,0.7192087649608098,0.5507340239372956,0.4373579403554339
abalone_benchmark_0054.csv,0.609110853013292,0.5466704856255511,0.3882421459447085,0.4163140264943022,0.6774749070158455,0.6533221535129092,0.5635957452779883,0.7033906198275233,0.5222463487574835,0.4322038748337794
abalone_benchmark_0055.csv,0.6289006327293644,0.5505151213027584,0.4030054644808744,0.38921843543284435,0.6846255594515237,0.6557600152785937,0.5727386554158207,0.7105622663215416,0.5228465631291344,0.41679249352890424
abalone_benchmark_0056.csv,0.596415036959481,0.556349656874041,0.40520368084390085,0.39196014862345996,0.6857330844948564,0.6636424731182795,0.5748747162857593,0.6991721570040096,0.5233197659999709,0.42903745997973314
abalone_benchmark_0057.csv,0.5911819666335584,0.538063767985409,0.3570446492406565,0.40683490176933046,0.6693482214704715,0.6323367826052481,0.5479317384362847,0.6950096238559396,0.5127814907717603,0.41848902655959785
abalone_benchmark_0058.csv,0.6016931273930237,0.559367976265396,0.3845225002805521,0.4237262268665024,0.6810572130318573,0.6379544894987002,0.5635898795375608,0.7108037866444028,0.5243622718070948,0.425844880444199
abalone_benchmark_0059.csv,0.6202490700307294,0.5417481400430246,0.39441479325031,0.3604866389922188,0.6739761122361684,0.6549912836040004,0.5508027290536128,0.7040092008553921,0.5184646072564559,0.41349938002048625
abalone_benchmark_0060.csv,0.5649254703296012,0.5580213229600015,0.3826471711250365,0.3476464432797546,0.6782351872046529,0.6507882186699638,0.5653801843317973,0.6931730911736571,0.5235894603054841,0.42289917947750627
abalone_benchmark_0066.csv,0.7298099251741637,0.5887861006945521,0.8104755613812369,0.5501204093919325,0.9296388865842529,0.856958257583859,0.5822234735768997,0.969833146985465,0.5815988647114475,0.4661778618732261
abalone_benchmark_0067.csv,0.7272267206477734,0.5856023102310232,0.7726889338731445,0.5193994601889339,0.9157310426882153,0.8452245527644455,0.5771475983800692,0.9662280701754387,0.5778508771929823,0.47133940620782727
abalone_benchmark_0068.csv,0.7290963128731902,0.5801000198558933,0.7790003360215054,0.5839230451305933,0.9271242083669331,0.8529184806394398,0.5787400714619447,0.9688914426265864,0.5735535260061223,0.4620811954180569
abalone_benchmark_0069.csv,0.731377954079403,0.6082658115594579,0.7943019569478204,0.5692817763135778,0.9138129130655821,0.8448892177705738,0.5891204366168257,0.9427513698860388,0.5796559316905907,0.4551660671664369
abalone_benchmark_0070.csv,0.7210037987023902,0.5868316330832137,0.783248730964467,0.552423773825932,0.9148940855242875,0.8424792716694669,0.5800759412675961,0.9401578310417857,0.5705785457357044,0.44608868121155076
abalone_benchmark_0071.csv,0.7286736617345322,0.5845195342802878,0.7222137888468146,0.5322935259479207,0.9118238663693208,0.8350960035147854,0.5774249051909225,0.9366815687190353,0.5607169666538776,0.44960715298513687
abalone_benchmark_0072.csv,0.7336604343681496,0.6082861841765016,0.8478059624960854,0.5040573605475888,0.929948858155979,0.8581668664664712,0.5793674600137224,0.9803197365296661,0.5906505198170575,0.47256893899505475
abalone_benchmark_0073.csv,0.7179357024854813,0.5918011412702983,0.8037248436650124,0.5411580782367508,0.9142539126888372,0.8411278195488723,0.5709592763549732,0.9636046067723203,0.5840526488265163,0.46576762083655693
